"Data";"Hora";"Categoria";"ProdID";"Marca";"Produto";"Preco";"PVPR";"Desconto_Pct";"Poupanca_Euro";"Destaque";"Stock";"URL"
"2026-04-13";"11:00:35";"Biberoes";"7731765";"Philips Avent";"Biberao Natural Response com valvula Airfree";"12,79";"15,99";"20";"3,20";"";"Disponivel";"https://wells.pt/biberao-natural-response-com-valvula-airfree-7731765.html"
"2026-04-13";"11:00:35";"Biberoes";"8211838";"Nuk";"Perfect Match M Arco-iris 3M+";"12,85";"14,28";"10";"1,43";"";"Disponivel";"https://wells.pt/perfect-match-m-arco-iris-3m-8211838.html"
"2026-04-13";"11:00:35";"Biberoes";"8126881";"Philips Avent";"Biberao Natural Response 330ml Tartaruga";"12,79";"15,99";"20";"3,20";"";"Sem Stock";"https://wells.pt/biberao-natural-response-330ml-tartaruga-8126881.html"
"2026-04-13";"11:00:35";"Biberoes";"7731621";"Philips Avent";"Biberao Natural Response de 260ml rosa";"11,99";"14,99";"20";"3,00";"";"Disponivel";"https://wells.pt/biberao-natural-response-de-260ml-rosa-7731621.html"
"2026-04-13";"11:00:35";"Biberoes";"7829917";"Lansinoh";"Biberao Tetina Naturalwave";"7,56";;;;"";"Disponivel";"https://wells.pt/biberao-tetina-naturalwave-7829917.html"
"2026-04-13";"11:00:35";"Biberoes";"7731746";"Philips Avent";"Biberao Natural Response de 260ml girafa";"11,99";"14,99";"20";"3,00";"";"Disponivel";"https://wells.pt/biberao-natural-response-de-260ml-girafa-7731746.html"
"2026-04-13";"11:00:35";"Biberoes";"7731626";"Philips Avent";"Biberao Natural Response Vidro 120ml";"13,59";"16,99";"20";"3,40";"";"Disponivel";"https://wells.pt/biberao-natural-response-vidro-120ml-7731626.html"
"2026-04-13";"11:00:35";"Biberoes";"7731623";"Philips Avent";"Biberao Natural Response de 260ml azul";"11,99";"14,99";"20";"3,00";"";"Disponivel";"https://wells.pt/biberao-natural-response-de-260ml-azul-7731623.html"
"2026-04-13";"11:00:35";"Biberoes";"7731599";"Philips Avent";"Biberao Natural Response 125ml";"10,39";"12,99";"20";"2,60";"";"Disponivel";"https://wells.pt/biberao-natural-response-125ml-7731599.html"
"2026-04-13";"11:00:35";"Biberoes";"6988434";"Mam";"Biberao Anticolicas";"12,66";"14,89";"15";"2,23";"";"Disponivel";"https://wells.pt/biberao-anticolicas-6988434.html"
"2026-04-13";"11:00:35";"Biberoes";"7651291";"Mam";"Biberao Anti-Colicas Azul";"13,09";"15,4";"15";"2,31";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-azul-7651291.html"
"2026-04-13";"11:00:35";"Biberoes";"6175096";"Chicco";"Biberao Natural Feeling +2m";"10,49";"13,99";"25";"3,50";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-2m-6175096.html"
"2026-04-13";"11:00:35";"Biberoes";"7795208";"Nuk";"Nuk For Nature Biberao com Tetina Silicone S Verde";"12,85";"14,28";"10";"1,43";"";"Disponivel";"https://wells.pt/nuk-for-nature-biberao-com-tetina-silicone-s-verde-7795208.html"
"2026-04-13";"11:00:35";"Biberoes";"7795204";"Nuk";"Nuk For Nature Biberao com Tetina Silicone S Creme";"13,24";"14,71";"10";"1,47";"";"Disponivel";"https://wells.pt/nuk-for-nature-biberao-com-tetina-silicone-s-creme-7795204.html"
"2026-04-13";"11:00:35";"Biberoes";"8211794";"Nuk";"Perfect Match S Arco-iris 0M+";"12,39";"13,77";"10";"1,38";"";"Disponivel";"https://wells.pt/perfect-match-s-arco-iris-0m-8211794.html"
"2026-04-13";"11:00:35";"Biberoes";"7999067";"Dr. Browns";"Pack Biber&otilde;es Boca Larga Oceano PP Options +";"23,99";;;;"";"Disponivel";"https://wells.pt/pack-biberoes-boca-larga-oceano-pp-options--7999067.html"
"2026-04-13";"11:00:35";"Biberoes";"7999065";"Dr. Browns";"Pack Biber&otilde;es Boca Larga Dinossauro Options +";"23,99";;;;"";"Disponivel";"https://wells.pt/pack-biberoes-boca-larga-dinossauro-options--7999065.html"
"2026-04-13";"11:00:35";"Biberoes";"7648569";"Suavinex";"Zero Zero New Born Starter Set";"23,45";;;;"";"Disponivel";"https://wells.pt/zero-zero-new-born-starter-set-7648569.html"
"2026-04-13";"11:00:35";"Biberoes";"8114415";"Tommee Tippee";"Advanced Anti-Colic";"10,19";"11,99";"15";"1,80";"";"Sem Stock";"https://wells.pt/advanced-anti-colic-8114415.html"
"2026-04-13";"11:00:35";"Biberoes";"7999008";"Dr. Browns";"Pack Biber&otilde;es Boca Larga Bosque PP Options +";"20,24";"22,49";"10";"2,25";"";"Disponivel";"https://wells.pt/pack-biberoes-boca-larga-bosque-pp-options--7999008.html"
"2026-04-13";"11:00:35";"Biberoes";"7631993";"Mam";"Pack Easy Start Anti-colicas Azul";"21,47";"25,26";"15";"3,79";"";"Disponivel";"https://wells.pt/pack-easy-start-anti-colicas-azul-7631993.html"
"2026-04-13";"11:00:35";"Biberoes";"7636053";"Mam";"Pack Easy Start Anti-Colicas";"21,47";"25,26";"15";"3,79";"";"Disponivel";"https://wells.pt/pack-easy-start-anti-colicas-7636053.html"
"2026-04-13";"11:00:35";"Biberoes";"7636051";"Mam";"Pack Easy Start Anti-Colicas Rosa";"21,47";"25,26";"15";"3,79";"";"Disponivel";"https://wells.pt/pack-easy-start-anti-colicas-rosa-7636051.html"
"2026-04-13";"11:00:35";"Biberoes";"8114219";"Tommee Tippee";"Natural Start";"19,99";;;;"";"Disponivel";"https://wells.pt/natural-start-8114219.html"
"2026-04-13";"11:00:35";"Biberoes";"8086972";"Suavinex";"Pack Recem Nascido -2-2M Zero Zero Deep";"17,25";;;;"";"Disponivel";"https://wells.pt/pack-recem-nascido--2-2m-zero-zero-deep-8086972.html"
"2026-04-13";"11:00:35";"Biberoes";"8087001";"Suavinex";"Pack Recem Nascido -2-2M Zero Zero Light";"17,25";;;;"";"Disponivel";"https://wells.pt/pack-recem-nascido--2-2m-zero-zero-light-8087001.html"
"2026-04-13";"11:00:35";"Biberoes";"8114220";"Tommee Tippee";"Natural Start";"39,99";;;;"";"Disponivel";"https://wells.pt/natural-start-8114220.html"
"2026-04-13";"11:00:35";"Biberoes";"8086971";"Suavinex";"Pack Recem Nascido -2-2M Zero Zero Medium";"17,25";;;;"";"Disponivel";"https://wells.pt/pack-recem-nascido--2-2m-zero-zero-medium-8086971.html"
"2026-04-13";"11:00:35";"Biberoes";"7795209";"Nuk";"Nuk For Nature Biberao com Tetina Silicone M Creme";"13,41";"14,9";"10";"1,49";"";"Disponivel";"https://wells.pt/nuk-for-nature-biberao-com-tetina-silicone-m-creme-7795209.html"
"2026-04-13";"11:00:35";"Biberoes";"7706682";"Baby Wells";"Biberao anticolicas +3M";"5,49";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-3m-7706682.html"
"2026-04-13";"11:00:35";"Biberoes";"8532566";"Baby Wells";"Pack Biberao Aleitamento Natural";"9,99";;;;"";"Disponivel";"https://wells.pt/pack-biberao-aleitamento-natural-8532566.html"
"2026-04-13";"11:00:35";"Biberoes";"7999062";"Dr. Browns";"Pack Biber&otilde;es Boca Larga Selva PP Options +";"21,38";"22,51";"5";"1,13";"";"Disponivel";"https://wells.pt/pack-biberoes-boca-larga-selva-pp-options--7999062.html"
"2026-04-13";"11:00:35";"Biberoes";"6812612";"Suavinex";"Zero Zero Anti-Colic Bottle";"14,45";;;;"";"Sem Stock";"https://wells.pt/zero-zero-anti-colic-bottle-6812612.html"
"2026-04-13";"11:00:35";"Biberoes";"8094250";"Suavinex";"Biberao Anticolicas Medium S";"16,2";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-medium-s-8094250.html"
"2026-04-13";"11:00:35";"Biberoes";"6812610";"Suavinex";"Zero Zero Anti-Colic Bottle";"13,73";"14,45";"5";"0,72";"";"Disponivel";"https://wells.pt/zero-zero-anti-colic-bottle-6812610.html"
"2026-04-13";"11:00:35";"Biberoes";"6812611";"Suavinex";"Zero Zero Anti-Colic Bottle";"15,63";"16,45";"5";"0,82";"";"Disponivel";"https://wells.pt/zero-zero-anti-colic-bottle-6812611.html"
"2026-04-13";"11:00:35";"Biberoes";"7651329";"Mam";"Biberao Anti-Colicas Rosa";"13,3";"15,65";"15";"2,35";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-rosa-7651329.html"
"2026-04-13";"11:00:35";"Biberoes";"8094261";"Suavinex";"Biberao Anticolicas Medium Universal";"14,45";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-medium-universal-8094261.html"
"2026-04-13";"11:00:35";"Biberoes";"8240345";"Suavinex";"Selection SX Pro Anti-Colic Dense Flow";"14,95";;;;"";"Sem Stock";"https://wells.pt/selection-sx-pro-anti-colic-dense-flow-8240345.html"
"2026-04-13";"11:00:35";"Biberoes";"8240380";"Suavinex";"Selection SX Pro Anti-Colic Dense Flow";"14,95";;;;"";"Disponivel";"https://wells.pt/selection-sx-pro-anti-colic-dense-flow-8240380.html"
"2026-04-13";"11:00:35";"Biberoes";"8094215";"Suavinex";"Biberao Anticolicas Deep S";"14,45";;;;"";"Sem Stock";"https://wells.pt/biberao-anticolicas-deep-s-8094215.html"
"2026-04-13";"11:00:35";"Biberoes";"7627985";"Nuk";"Biberao Aprendizagem Silicone Mickey Boy +6m";"14,18";"15,76";"10";"1,58";"";"Disponivel";"https://wells.pt/biberao-aprendizagem-silicone-mickey-boy-6m-7627985.html"
"2026-04-13";"11:00:35";"Biberoes";"5300959";"Chicco";"Biberao Natural Feeling +6m 330 ml";"10,49";"13,99";"25";"3,50";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-6m-330-ml-5300959.html"
"2026-04-13";"11:00:35";"Biberoes";"8493098";"Suavinex";"Anti-Colic SX Pro +6m L";"14,95";;;;"";"Sem Stock";"https://wells.pt/anti-colic-sx-pro-6m-l-8493098.html"
"2026-04-13";"11:00:35";"Biberoes";"8492955";"Suavinex";"Anti-Colic SX Pro +3m M";"13,95";;;;"";"Disponivel";"https://wells.pt/anti-colic-sx-pro-3m-m-8492955.html"
"2026-04-13";"11:00:35";"Biberoes";"7554191";"Dr. Browns";"Biberao Anticolicas Options+";"12,41";"13,79";"10";"1,38";"";"Disponivel";"https://wells.pt/biberao-anticolicas-options-7554191.html"
"2026-04-13";"11:00:35";"Biberoes";"6988625";"Mam";"Biberao Easy Start Anti-Colicas";"12,66";"14,89";"15";"2,23";"";"Disponivel";"https://wells.pt/biberao-easy-start-anti-colicas-6988625.html"
"2026-04-13";"11:00:35";"Biberoes";"6988389";"Mam";"Biberao Anticolicas";"12,66";"14,89";"15";"2,23";"";"Disponivel";"https://wells.pt/biberao-anticolicas-6988389.html"
"2026-04-13";"11:00:35";"Biberoes";"8493077";"Suavinex";"Anti-Colic SX Pro +0m S";"12,95";;;;"";"Sem Stock";"https://wells.pt/anti-colic-sx-pro-0m-s-8493077.html"
"2026-04-13";"11:00:35";"Biberoes";"7554194";"Dr. Browns";"Biberao Anticolicas Options+";"12,41";"13,79";"10";"1,38";"";"Disponivel";"https://wells.pt/biberao-anticolicas-options-7554194.html"
"2026-04-13";"11:00:35";"Biberoes";"7999010";"Dr. Browns";"Biberao Boca Larga Oceano PP Options +";"12,41";"13,79";"10";"1,38";"";"Disponivel";"https://wells.pt/biberao-boca-larga-oceano-pp-options--7999010.html"
"2026-04-13";"11:00:35";"Biberoes";"7554192";"Dr. Browns";"Biberao Anticolicas Options+";"12,41";"13,79";"10";"1,38";"";"Disponivel";"https://wells.pt/biberao-anticolicas-options-7554192.html"
"2026-04-13";"11:00:35";"Biberoes";"7970380";"Chicco";"Biberao Fluxo Medio Perfect 5";"11,99";"14,99";"20";"3,00";"";"Disponivel";"https://wells.pt/biberao-fluxo-medio-perfect-5-7970380.html"
"2026-04-13";"11:00:35";"Biberoes";"7188305";"Chicco";"Biberao Perfect 5 Fluxo Rapido";"11,24";"14,99";"25";"3,75";"";"Disponivel";"https://wells.pt/biberao-perfect-5-fluxo-rapido-7188305.html"
"2026-04-13";"11:00:35";"Biberoes";"7829936";"Lansinoh";"Biberao Vidro Tetina Naturalwave";"11,99";;;;"";"Disponivel";"https://wells.pt/biberao-vidro-tetina-naturalwave-7829936.html"
"2026-04-13";"11:00:35";"Biberoes";"7188299";"Chicco";"Biberao Perfect 5 Fluxo Lento";"11,24";"14,99";"25";"3,75";"";"Disponivel";"https://wells.pt/biberao-perfect-5-fluxo-lento-7188299.html"
"2026-04-13";"11:00:35";"Biberoes";"7188300";"Chicco";"Biberao Perfect 5 Fluxo Lento";"11,24";"14,99";"25";"3,75";"";"Disponivel";"https://wells.pt/biberao-perfect-5-fluxo-lento-7188300.html"
"2026-04-13";"11:00:35";"Biberoes";"7999007";"Dr. Browns";"Biberao Boca Larga Selva PP Options +";"11,38";"12,64";"10";"1,26";"";"Disponivel";"https://wells.pt/biberao-boca-larga-selva-pp-options--7999007.html"
"2026-04-13";"11:00:35";"Biberoes";"8114221";"Tommee Tippee";"Advanced Anti-Colic";"10,99";;;;"";"Disponivel";"https://wells.pt/advanced-anti-colic-8114221.html"
"2026-04-13";"11:00:35";"Biberoes";"7188302";"Chicco";"Biberao Perfect 5 Fluxo Medio";"11,24";"14,99";"25";"3,75";"";"Disponivel";"https://wells.pt/biberao-perfect-5-fluxo-medio-7188302.html"
"2026-04-13";"11:00:35";"Biberoes";"7188303";"Chicco";"Biberao Perfect 5 Fluxo Medio";"11,24";"14,99";"25";"3,75";"";"Disponivel";"https://wells.pt/biberao-perfect-5-fluxo-medio-7188303.html"
"2026-04-13";"11:00:35";"Biberoes";"5300940";"Chicco";"Biberao Natural Feeling +2m 250 ml";"9,09";"13,99";"35";"4,90";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-2m-250-ml-5300940.html"
"2026-04-13";"11:00:35";"Biberoes";"6175098";"Chicco";"Biberao Natural Feeling +6m";"10,49";"13,99";"25";"3,50";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-6m-6175098.html"
"2026-04-13";"11:00:35";"Biberoes";"6210221";"Chicco";"Biberao Natural Feeling +6M";"10,49";"13,99";"25";"3,50";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-6m-6210221.html"
"2026-04-13";"11:00:35";"Biberoes";"6175095";"Chicco";"Biberao Natural Feeling +0m";"9,79";"13,99";"30";"4,20";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-0m-6175095.html"
"2026-04-13";"11:00:35";"Biberoes";"8406308";"Chicco";"Perfect Easy Colic & Rigurgitation Slow 0M+";"9,59";"11,99";"20";"2,40";"";"Disponivel";"https://wells.pt/perfect-easy-colic-and-rigurgitation-slow-0m-8406308.html"
"2026-04-13";"11:00:35";"Biberoes";"7829916";"Lansinoh";"Biberao Tetina Naturalwave";"7,41";;;;"";"Disponivel";"https://wells.pt/biberao-tetina-naturalwave-7829916.html"
"2026-04-13";"11:00:35";"Biberoes";"7636087";"Mam";"Biberao Easy Active +2m";"8,59";"10,11";"15";"1,52";"";"Disponivel";"https://wells.pt/biberao-easy-active-2m-7636087.html"
"2026-04-13";"11:00:35";"Biberoes";"8406478";"Chicco";"Perfect Easy Colic & Rigurgitation Fast 4M+";"9,59";"11,99";"20";"2,40";"";"Disponivel";"https://wells.pt/perfect-easy-colic-and-rigurgitation-fast-4m-8406478.html"
"2026-04-13";"11:00:35";"Biberoes";"7706679";"Baby Wells";"Biberao anticolicas +0M";"5,49";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-0m-7706679.html"
"2026-04-13";"11:00:35";"Biberoes";"8114413";"Tommee Tippee";"Natural Start";"7,64";"8,99";"15";"1,35";"";"Sem Stock";"https://wells.pt/natural-start-8114413.html"
"2026-04-13";"11:00:35";"Biberoes";"6988658";"Mam";"Biberao Baby Bottle";"11,13";;;;"";"Disponivel";"https://wells.pt/biberao-baby-bottle-6988658.html"
"2026-04-13";"11:00:35";"Biberoes";"7651298";"Mam";"Biberao Anti-Colicas Azul";"13,3";"15,65";"15";"2,35";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-azul-7651298.html"
"2026-04-13";"11:00:35";"Biberoes";"7706680";"Baby Wells";"Biberao anticolicas +3M";"5,49";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-3m-7706680.html"
"2026-04-13";"11:00:39";"Biberoes";"8406472";"Chicco";"Perfect Easy Colic & Rigurgitation Fast 4M+";"9,59";"11,99";"20";"2,40";"";"Disponivel";"https://wells.pt/perfect-easy-colic-and-rigurgitation-fast-4m-8406472.html"
"2026-04-13";"11:00:39";"Biberoes";"7651289";"Mam";"Biberao Anti-Colicas";"12,66";"14,89";"15";"2,23";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-7651289.html"
"2026-04-13";"11:00:39";"Biberoes";"6988655";"Mam";"Biberao Baby Bottle";"9,46";"11,13";"15";"1,67";"";"Disponivel";"https://wells.pt/biberao-baby-bottle-6988655.html"
"2026-04-13";"11:00:39";"Biberoes";"7636055";"Mam";"Biberao Easy Active +2m Azul";"8,59";"10,11";"15";"1,52";"";"Disponivel";"https://wells.pt/biberao-easy-active-2m-azul-7636055.html"
"2026-04-13";"11:00:39";"Biberoes";"7651285";"Mam";"Biberao Anti-Colicas Rosa";"12,66";"14,89";"15";"2,23";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-rosa-7651285.html"
"2026-04-13";"11:00:39";"Biberoes";"6988630";"Mam";"Biberao Anticolicas";"13,09";"15,4";"15";"2,31";"";"Disponivel";"https://wells.pt/biberao-anticolicas-6988630.html"
"2026-04-13";"11:00:39";"Biberoes";"6988632";"Mam";"Biberao Anticolicas";"15,4";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-6988632.html"
"2026-04-13";"11:00:39";"Biberoes";"7651284";"Mam";"Biberao Anti-Colicas Azul";"12,66";"14,89";"15";"2,23";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-azul-7651284.html"
"2026-04-13";"11:00:39";"Biberoes";"7651294";"Mam";"Biberao Anti-Colicas";"13,09";"15,4";"15";"2,31";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-7651294.html"
"2026-04-13";"11:00:39";"Biberoes";"6175097";"Chicco";"Biberao Natural Feeling +2m";"10,49";"13,99";"25";"3,50";"";"Disponivel";"https://wells.pt/biberao-natural-feeling-2m-6175097.html"
"2026-04-13";"11:00:39";"Biberoes";"7188301";"Chicco";"Biberao Perfect 5 Fluxo Lento";"11,24";"14,99";"25";"3,75";"";"Sem Stock";"https://wells.pt/biberao-perfect-5-fluxo-lento-7188301.html"
"2026-04-13";"11:00:39";"Biberoes";"7970382";"Chicco";"Biberao Fluxo Rapido Perfect 5";"11,99";"14,99";"20";"3,00";"";"Disponivel";"https://wells.pt/biberao-fluxo-rapido-perfect-5-7970382.html"
"2026-04-13";"11:00:39";"Biberoes";"8406458";"Chicco";"Perfect Easy Colic & Rigurgitation Medium 2M+";"9,59";"11,99";"20";"2,40";"";"Disponivel";"https://wells.pt/perfect-easy-colic-and-rigurgitation-medium-2m-8406458.html"
"2026-04-13";"11:00:39";"Biberoes";"7651331";"Mam";"Biberao Anti-Colicas";"13,3";"15,65";"15";"2,35";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-7651331.html"
"2026-04-13";"11:00:39";"Biberoes";"6988639";"Mam";"Biberao Easy Start Anti-Colicas Rosa";"13,3";"15,65";"15";"2,35";"";"Disponivel";"https://wells.pt/biberao-easy-start-anti-colicas-rosa-6988639.html"
"2026-04-13";"11:00:39";"Biberoes";"7651292";"Mam";"Biberao Anti-Colicas Rosa";"13,09";"15,4";"15";"2,31";"";"Disponivel";"https://wells.pt/biberao-anti-colicas-rosa-7651292.html"
"2026-04-13";"11:00:39";"Biberoes";"6988638";"Mam";"Biberao Easy Start Anti-Colicas Azul";"13,3";"15,65";"15";"2,35";"";"Disponivel";"https://wells.pt/biberao-easy-start-anti-colicas-azul-6988638.html"
"2026-04-13";"11:00:39";"Biberoes";"6988633";"Mam";"Biberao Easy Start Anti-Colicas";"13,09";"15,4";"15";"2,31";"";"Disponivel";"https://wells.pt/biberao-easy-start-anti-colicas-6988633.html"
"2026-04-13";"11:00:39";"Biberoes";"7636056";"Mam";"Biberao Easy Active +2m Rosa";"8,59";"10,11";"15";"1,52";"";"Disponivel";"https://wells.pt/biberao-easy-active-2m-rosa-7636056.html"
"2026-04-13";"11:00:39";"Biberoes";"8240377";"Suavinex";"Selection SX Pro Anti-Colic Dense Flow";"14,95";;;;"";"Disponivel";"https://wells.pt/selection-sx-pro-anti-colic-dense-flow-8240377.html"
"2026-04-13";"11:00:39";"Biberoes";"8240381";"Suavinex";"Selection SX Pro Anti-Colic Dense Flow";"14,95";;;;"";"Disponivel";"https://wells.pt/selection-sx-pro-anti-colic-dense-flow-8240381.html"
"2026-04-13";"11:00:39";"Biberoes";"7627984";"Nuk";"Biberao Aprendizagem Silicone Mickey Girl +6m";"14,18";"15,76";"10";"1,58";"";"Disponivel";"https://wells.pt/biberao-aprendizagem-silicone-mickey-girl-6m-7627984.html"
"2026-04-13";"11:00:39";"Biberoes";"8062969";"Dr. Browns";"Biberao Anticolicas Coelho +3M Options+";"12,59";"13,99";"10";"1,40";"";"Disponivel";"https://wells.pt/biberao-anticolicas-coelho-3m-options-8062969.html"
"2026-04-13";"11:00:39";"Biberoes";"8492970";"Suavinex";"Baby Bottle Color Essence";"21";;;;"";"Disponivel";"https://wells.pt/baby-bottle-color-essence-8492970.html"
"2026-04-13";"11:00:39";"Biberoes";"8492959";"Suavinex";"Baby Bottle Color Essence";"21";;;;"";"Disponivel";"https://wells.pt/baby-bottle-color-essence-8492959.html"
"2026-04-13";"11:00:39";"Biberoes";"8005115";"Dr. Browns";"Biberao Boca Larga Bosque PP Options +";"11,42";"12,69";"10";"1,27";"";"Disponivel";"https://wells.pt/biberao-boca-larga-bosque-pp-options--8005115.html"
"2026-04-13";"11:00:39";"Biberoes";"8094251";"Suavinex";"Biberao Anticolicas Medium M";"16,45";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-medium-m-8094251.html"
"2026-04-13";"11:00:39";"Biberoes";"8094244";"Suavinex";"Biberao Anticolicas Light M";"16,45";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-light-m-8094244.html"
"2026-04-13";"11:00:39";"Biberoes";"7999011";"Dr. Browns";"Biberao Boca Larga Dinossauro PP Options +";"12,41";"13,79";"10";"1,38";"";"Disponivel";"https://wells.pt/biberao-boca-larga-dinossauro-pp-options--7999011.html"
"2026-04-13";"11:00:39";"Biberoes";"8406309";"Chicco";"Perfect Easy Colic & Rigurgitation Medium 2M+";"9,59";"11,99";"20";"2,40";"";"Disponivel";"https://wells.pt/perfect-easy-colic-and-rigurgitation-medium-2m-8406309.html"
"2026-04-13";"11:00:39";"Biberoes";"6988641";"Mam";"Biberao Easy Start Anti-Colicas";"13,3";"15,65";"15";"2,35";"";"Disponivel";"https://wells.pt/biberao-easy-start-anti-colicas-6988641.html"
"2026-04-13";"11:00:39";"Biberoes";"8094276";"Suavinex";"Biberao Anticolicas Deep Universal";"14,45";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-deep-universal-8094276.html"
"2026-04-13";"11:00:39";"Biberoes";"8094253";"Suavinex";"Biberao Anticolicas Deep M";"16,45";;;;"";"Disponivel";"https://wells.pt/biberao-anticolicas-deep-m-8094253.html"
"2026-04-13";"11:00:39";"Biberoes";"7829935";"Lansinoh";"Biberao Vidro Tetina Naturalwave";"11,34";;;;"";"Sem Stock";"https://wells.pt/biberao-vidro-tetina-naturalwave-7829935.html"
"2026-04-13";"11:00:39";"Biberoes";"8800571";"Philips Avent";"Natural Response Nighttime Medium 3-6M";"15,99";;;;"";"Sem Stock";"https://wells.pt/natural-response-nighttime-medium-3-6m-8800571.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8428885";"Philips Avent";"Double Electric Breast Pump Parts Hands Free";"24,99";;;;"";"Disponivel";"https://wells.pt/double-electric-breast-pump-parts-hands-free-8428885.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"7698128";"Medela";"Extrator Leite Eletrico Freestyle Free Dupla";"233,83";"349";"33";"115,17";"";"Disponivel";"https://wells.pt/extrator-leite-eletrico-freestyle-free-dupla-7698128.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8504821";"Momcozy";"Double M5 Wearable Electric Breast Pump";"199,99";;;;"";"Disponivel";"https://wells.pt/double-m5-wearable-electric-breast-pump-8504821.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8472223";"Philips Avent";"Single Electric Breast Pump Advanced";"99,99";;;;"";"Disponivel";"https://wells.pt/single-electric-breast-pump-advanced-8472223.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8504823";"Momcozy";"Double M6 Wearable Electric Breast Pump";"259,99";;;;"";"Disponivel";"https://wells.pt/double-m6-wearable-electric-breast-pump-8504823.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8504837";"Momcozy";"Double M9 Wearable Electric Breast Pump";"316,99";;;;"";"Sem Stock";"https://wells.pt/double-m9-wearable-electric-breast-pump-8504837.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8094104";"Tommee Tippee";"Bomba Tira-Leite Portatil Dupla Made For Me";"379";;;;"";"Disponivel";"https://wells.pt/bomba-tira-leite-portatil-dupla-made-for-me-8094104.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"5300870";"Chicco";"Bomba Tira-Leite Manual Natural Feeling";"24,49";"34,99";"30";"10,50";"";"Disponivel";"https://wells.pt/bomba-tira-leite-manual-natural-feeling-5300870.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"5268117";"Medela";"Pack de Valvulas e Membranas";"11,35";"13,35";"15";"2,00";"";"Disponivel";"https://wells.pt/pack-de-valvulas-e-membranas-5268117.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8660451";"Medela";"Kit Motion InBra";"49,99";;;;"";"Disponivel";"https://wells.pt/kit-motion-inbra-8660451.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8660450";"Medela";"Pack Membrana Motion InBra";"15,99";;;;"";"Disponivel";"https://wells.pt/pack-membrana-motion-inbra-8660450.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"6343756";"Lansinoh";"Bomba Manual";"51,05";;;;"";"Disponivel";"https://wells.pt/bomba-manual-6343756.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"7308575";"Medela";"Bomba Tira-Leite Manual Harmony";"27";"36";"25";"9";"";"Disponivel";"https://wells.pt/bomba-tira-leite-manual-harmony-7308575.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8428894";"Philips Avent";"Double Electric Breast Pump Hands Free";"289,99";;;;"";"Disponivel";"https://wells.pt/double-electric-breast-pump-hands-free-8428894.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8121118";"Medela";"Extrator de Leite Duplo Swing Maxi Hands Free";"178,62";"229";"22";"50,38";"";"Disponivel";"https://wells.pt/extrator-de-leite-duplo-swing-maxi-hands-free-8121118.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8428811";"Philips Avent";"Double Collection Cups Hands Free";"59,99";;;;"";"Disponivel";"https://wells.pt/double-collection-cups-hands-free-8428811.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8660435";"Medela";"Magic InBra Wearable Breast Pump";"27,99";;;;"";"Disponivel";"https://wells.pt/magic-inbra-wearable-breast-pump-8660435.html"
"2026-04-13";"11:00:43";"Bombas_Tira_Leite";"8428810";"Philips Avent";"Single Electric Breast Pump Hands Free";"189,99";;;;"";"Disponivel";"https://wells.pt/single-electric-breast-pump-hands-free-8428810.html"
